,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,LAYERINDEX,longitude,latitude
595,41607,DED-1436,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,كاليسبيرا مطعم و كوفى شوب,KALISPERA COFFEE SHOP & RESTAURANT,54.37810707,24.47397614,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 19_2,E19_02,6418283,,6418313,106854,Eating and Drinking,30,Restaurant,32,54.37810707,24.47397613999999
596,41608,DED-1437,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم هانكوك كوريان,HANKOOK KOREAN RESTAURANT,54.37705619,24.47369163,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 19_2,E19_02,6423399,,6423399,30915,Eating and Drinking,30,Restaurant,32,54.37705619000002,24.47369163000002
597,41609,DED-1438,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ركن الهوامير للمأكولات البحرية,CORNER AL HAWAMIR SEA FOOD RESTAURANT-,54.37755585,24.47404671,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 19_2,E19_02,4438684,,6674333,106616,Eating and Drinking,30,Restaurant,32,54.37755585000002,24.474046709999982
598,41611,DED-1492,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم التلة العربية,ARABIAN AL TALLA RESTAURANT,54.71743202,24.38505745,أبوظبي,Abu Dhabi,الشامخة,Al Shamkha,الشامخة  11,SH11,5845148,,,418852,Eating and Drinking,30,Restaurant,32,54.71743201999999,24.385057449999977
599,41615,DED-2188,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سونا,SONA RESTAURANT,54.5020295,24.37147907,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,5556933,,,43563,Eating and Drinking,30,Restaurant,32,54.50202949999999,24.37147907000002
600,41616,DED-2189,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم قمة المدينة,TOP CITY RESTAURANT,54.50202942,24.37148952,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,5556744,,,133116,Eating and Drinking,30,Restaurant,32,54.502029419999985,24.37148952000001
601,41617,DED-2190,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نور افغان,NOOR AFGHAN RESTURANT,54.50202942,24.37148952,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,,,,110962,Eating and Drinking,30,Restaurant,32,54.502029419999985,24.37148952000001
602,41618,DED-2191,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اقبال - ذ م م - فرع,IQBAL RESTAURANT - LLC - BRANCH,54.50202942,24.37148952,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,,,,46695,Eating and Drinking,30,Restaurant,32,54.502029419999985,24.37148952000001
603,41619,DED-2192,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الديرة,AL DEIRA RESTAURANT,54.50366211,24.36991596,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,,,,,Eating and Drinking,30,Restaurant,32,54.50366210999999,24.369915960000014
604,41628,DED-2805,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم فاسنتا,VASANTHA RESTAURANT,54.36569405,24.48714066,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6341787,,,46473,Eating and Drinking,30,Restaurant,32,54.36569405,24.487140660000023
605,41629,DED-2806,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم تابسي,TAPSI  RESTAURANT-,54.36648904,24.48770929,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Restaurant,32,54.366489039999976,24.487709289999998
606,41630,DED-2807,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وحلويات ياسمين,YASMIN SWEETS & RESTAURANT,54.3708477,24.48032188,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6312580,,,8175,Eating and Drinking,30,Restaurant,32,54.37084770000001,24.48032188000002
607,41631,DED-2808,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم النظام,AL NIDHAM RESTAURANT,54.36648904,24.48770929,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6310146,,,37128,Eating and Drinking,30,Restaurant,32,54.366489039999976,24.487709289999998
608,41632,DED-2809,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم المنتخب,AL; MUNTAKHAB RESTAURANT,54.36851692,24.48919678,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,28453,Eating and Drinking,30,Restaurant,32,54.36851691999999,24.489196779999986
609,41633,DED-2810,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم داتا دربار,DATA DARBAR RESTAURANT,54.37047108,24.47996368,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,105890,Eating and Drinking,30,Restaurant,32,54.370471080000016,24.479963680000026
610,41634,DED-2811,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الهيفاء,AL HYFA RESTAURANT,54.36569405,24.48714066,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6337615,,,108423,Eating and Drinking,30,Restaurant,32,54.36569405,24.487140660000023
611,41635,DED-2812,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم فريدة,FAREEDA RESTAURANT,54.36604792,24.48739632,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Restaurant,32,54.36604792000003,24.487396320000016
612,41636,DED-2813,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الوادى الاحمر ذ . م . م - فرع,RED VALLEY RESTAURANT L . L . C - BRANCH,54.37266507,24.48160162,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Restaurant,32,54.37266506999998,24.481601619999992
613,41637,DED-2814,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم غابة العسل,HONEY FOREST RESTAURANT,54.36648904,24.48770929,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Restaurant,32,54.366489039999976,24.487709289999998
614,41638,DED-2815,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نيهال - ذ م م,NIHAL RESTAURANT - L L C,54.36851692,24.48919678,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6318088,,6347088,72788,Eating and Drinking,30,Restaurant,32,54.36851691999999,24.489196779999986
615,41639,DED-2816,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم جرين هاوس,GREEN HOUSE RESTAURENT,54.36590576,24.48739624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,,,,,Eating and Drinking,30,Restaurant,32,54.365905759999976,24.48739624000001
616,41640,DED-726,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بهاريز,BAHARIS RESTAURANT,54.53371239,24.3354187,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5520255,blue1960@hotmail.com,,9840,Eating and Drinking,30,Restaurant,32,54.533712390000005,24.33541869999999
617,41641,DED-727,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نمبر ون ساقرا ذ.م.م,NUMBER ONE SAGAR RESTAURANT L.L.C.,54.53644523,24.33278226,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5530355,lebanesev@abudhabi.net.ae,6274746,128245,Eating and Drinking,30,Restaurant,32,54.53644523000003,24.332782259999988
618,41642,DED-728,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم تلاشيري,THALASHERY RESTAURANT,54.53440094,24.3345356,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5530095,,,12963,Eating and Drinking,30,Restaurant,32,54.53440094000001,24.33453559999998
619,41644,DED-730,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم التاج الملكى,ROYAL CROWN RESTAURANT,54.53393173,24.33091164,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,13033,Eating and Drinking,30,Restaurant,32,54.533931730000006,24.33091164000001
620,41645,DED-731,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم افاميا الشام الحديث,AFAMIYA AL SHAM MODERN RESTAURANT,54.53520966,24.3316164,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5526630,,,13151,Eating and Drinking,30,Restaurant,32,54.53520966000002,24.331616399999973
621,41646,DED-732,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم  ركن العكاوى,ALAKKWI CORNER RESTAURANT,54.53529739,24.33548164,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,12917,Eating and Drinking,30,Restaurant,32,54.53529738999998,24.335481640000012
622,41647,DED-733,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم راس الخيمه الجديده,NEW  RAS AL KHAIMA RESTAURANT,54.533535,24.33152771,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,25528183,,,133796,Eating and Drinking,30,Restaurant,32,54.53353499999997,24.33152770999999
623,41648,DED-734,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الجوهرة,AL JOUHARA RESTAURANT,54.53543091,24.33480644,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5520303,,,9214,Eating and Drinking,30,Restaurant,32,54.53543091,24.334806440000023
624,41649,DED-735,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم تسنيم,TASNEEM RESTAURANT,54.53499222,24.33604145,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,25524670,,5524671,39549,Eating and Drinking,30,Restaurant,32,54.53499221999999,24.336041449999982
625,41650,DED-736,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم فراشة سريلانكا,SRILANKA  BUTTERFLY RESTUARENT,54.533535,24.33152771,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5524525,,,13024,Eating and Drinking,30,Restaurant,32,54.53353499999997,24.33152770999999
626,41651,DED-737,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم جنوب الهند,SOUTH INDIAN RESTAURANT,54.53560829,24.33161163,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5522795,,,26353,Eating and Drinking,30,Restaurant,32,54.53560829000003,24.331611629999998
627,41658,DED-1503,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,البركة للمشاوى - ذ م م,AL BARAKA GRILLS - L L C,54.67587662,24.52534389,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5635757,,5635157,35611,Eating and Drinking,30,Restaurant,32,54.67587662,24.525343889999988
628,41659,DED-1504,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الشيزان,AL SHEZAN RESTAURANT,54.67862701,24.52892208,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5634488,,,72289,Eating and Drinking,30,Restaurant,32,54.678627010000014,24.528922079999973
629,41660,DED-1505,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطبخ ومطعم واحة ابوظبى,WAHA ABU DHABI RESTAURANT & CUISINE,54.67525359,24.52453239,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5631103,,,73846,Eating and Drinking,30,Restaurant,32,54.67525359000001,24.52453238999999
630,41661,DED-1506,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم تاج لبنان,TAJ LEBANON  RESTAURANT,54.68119049,24.53225613,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5630630,tajlebanon@hotmail.com,,135979,Eating and Drinking,30,Restaurant,32,54.681190490000006,24.532256130000007
631,41662,DED-1507,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الجيران,JEERAAN RESTAURANT,54.69256257,24.54035047,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5634864,,,71423,Eating and Drinking,30,Restaurant,32,54.69256257000001,24.54035047000002
632,41663,DED-1508,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ضوء القمر الجديد,NEW MOON LIGHT RESTAURANT,54.67572021,24.52514076,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5630908,s.shakunnummal@GMAIL.COM,,76030,Eating and Drinking,30,Restaurant,32,54.67572021000001,24.52514076
633,41664,DED-1509,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نجمة دلما,DELMA STAR RESTAURANT,54.67587662,24.52534389,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5631662,,,77425,Eating and Drinking,30,Restaurant,32,54.67587662,24.525343889999988
634,41677,DED-2817,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الابراهيمى,AL IBRAHIMI RESTAURANT,54.36735344,24.48831558,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6392204,ajr@emirates.net.ae,6344244,35286,Eating and Drinking,30,Restaurant,32,54.36735343999999,24.488315580000005
635,41689,DED-740,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الرفيق,RAFEEQ RESTUARANT,54.53676605,24.3355217,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5527362,binhabib@emirates.net.ae,,9489,Eating and Drinking,30,Restaurant,32,54.53676604999998,24.335521700000015
636,41690,DED-742,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم عبود,ABOUD RESTAURANT,54.53213501,24.3365593,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5525597,,,8439,Eating and Drinking,30,Restaurant,32,54.53213500999999,24.336559299999976
637,41692,DED-796,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الحضارم الجديد,NEW AL HADARAM RESTAURANT,54.76293564,24.66784477,أبوظبي,Abu Dhabi,السمحة,Al Samha,السمحة شرق,Al Samha East,25620313,,,26012,Eating and Drinking,30,Restaurant,32,54.76293564000002,24.667844769999988
638,41693,DED-797,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الوادي الاخضر,GREEN VALLEY RESTAURANT,54.7656517,24.66023731,أبوظبي,Abu Dhabi,السمحة,Al Samha,السمحة شرق,Al Samha East,5621511,,,76249,Eating and Drinking,30,Restaurant,32,54.76565169999998,24.660237310000014
639,41694,DED-799,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم السرة,AL SIRRA RESTAURANT,54.4721489,24.37561989,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  21,M21,5555641,,,30348,Eating and Drinking,30,Restaurant,32,54.47214889999998,24.375619889999996
640,41697,DED-802,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم جبل النور,LIGHT MOUNTAIN RESTAURANT,54.56522369,24.421985630000002,أبوظبي,Abu Dhabi,مدينة خليفة أ,Khalifa City A,جنوب غرب 2,SW2,5633625,,,78768,Eating and Drinking,30,Restaurant,32,54.56522368999998,24.421985629999995
641,41699,DED-805,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم مدينة بنى ياس ـ ذ م م,BANIYAS RESTAURANT - L L C,54.6536274,24.27486801,أبوظبي,Abu Dhabi,الوثبة,Al Wathba,الوثبة الجنوبية,Al Wathba South,5832208,BANIYAS87@abudhabi.net.ae,0,10787,Eating and Drinking,30,Restaurant,32,54.653627400000005,24.274868009999977
642,41701,DED-1510,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,محل السمحة للاعلاف الحيوانية.,AL SAMHA FODDER SHOP,54.67409394,24.52302412,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,,,,138008,Eating and Drinking,30,Restaurant,32,54.67409393999998,24.523024120000002
643,41702,DED-1511,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الصقر الفضى,SILVER FALCON RESTAURANT,54.6918335,24.53387833,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5633862,,,127674,Eating and Drinking,30,Restaurant,32,54.69183349999997,24.533878329999993
644,41703,DED-1512,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومقهى هافانا - فرع,HAVANA CAFE & RESTAURANT - BRANCH,54.67740444,24.52728061,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,6724400,havana_cs@yahoo.com,,33066,Eating and Drinking,30,Restaurant,32,54.677404439999975,24.52728060999999
645,41704,DED-1513,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم البهجة الجديده,NEW DELIGHT RESTAURANT,54.69233704,24.53843117,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5633544,,,77253,Eating and Drinking,30,Restaurant,32,54.692337039999984,24.538431170000024
646,41707,DED-1516,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومطبخ ضيوف الامارات,EMIRATES GUESTS KITCHEN & RESTAURANT,54.67509842,24.52433205,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5632775,,5830022,11107,Eating and Drinking,30,Restaurant,32,54.67509841999998,24.524332049999998
647,41708,DED-1517,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شيراز للكباب الخاص,SHIRAZ SPECIAL KABAB RESTAURANT,54.69155121,24.53128719,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5634554,,,78825,Eating and Drinking,30,Restaurant,32,54.69155121,24.53128719
648,41709,DED-1518,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الجنات,AL JANAT RESTAURANT,54.69202805,24.53547859,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5633486,,,136191,Eating and Drinking,30,Restaurant,32,54.692028049999976,24.535478590000025
649,41710,DED-1519,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الجزيرة والخليج - ذ م م,AL JAZEERA & GULF RESTAURANT - L L C,54.69137955,24.52975941,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه,Al Shahama,5634739,,,76217,Eating and Drinking,30,Restaurant,32,54.69137955000002,24.529759409999997
650,41711,DED-1612,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم خولة,KHOULA RESTAURANT,54.75743866,24.67064953,أبوظبي,Abu Dhabi,السمحة,Al Samha,السمحة_ش,SAMHA_T,5621617,,,76517,Eating and Drinking,30,Restaurant,32,54.75743865999999,24.67064952999999
651,41713,DED-1614,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وادي الختم ذ.م.م,WADI ALKHATM RESTAURANT L.L.C.,54.69917297,24.26079941,أبوظبي,Abu Dhabi,النهضة,Al Nahda,النهضة العسكرية,Al Nahda Al Askaria,5837008,,,76275,Eating and Drinking,30,Restaurant,32,54.699172970000006,24.260799410000004
